title,URL,total_time,description,ingredients,instructions,calories,serves
Thai Chicken,https://www.allrecipes.com/recipe/16862/thai-chicken/,125,"This mouthwatering Thai chicken is marinated and cooked in a spicy garlic, soy, and ginger mixture with peanut butter added at the very end.","['1 cup soy sauce', '8 cloves garlic, minced', '2 tablespoons hot pepper sauce', '1 tablespoon minced fresh ginger root', '2 pounds skinless chicken thighs', '1 tablespoon sesame oil', '1 tablespoon brown sugar', '1 onion (sliced)', '0.5 cup water', '4 tablespoons crunchy peanut butter', '2 tablespoons green onions (chopped)']","['Mix soy sauce, garlic, hot pepper sauce, and ginger together in a large bowl until well combined. Add chicken to the bowl, turn to coat evenly, then cover and marinate in the refrigerator for at least 1 hour.', 'When ready to cook, remove chicken from the marinade and shake off excess. Reserve marinade in the bowl.', 'Heat sesame oil in a Dutch oven over medium-high heat. Add brown sugar and stir until dissolved. Add onion and sauté for 5 minutes. Add chicken; cook and stir until evenly browned, about 5 minutes. Add water and reserved marinade and bring to a boil.', 'Reduce the heat to low and simmer for 15 to 20 minutes. Add peanut butter, stir until well combined, and simmer for 10 more minutes. Transfer chicken to a serving platter, pour the sauce over top, and garnish with green onions.']",466 kcal,4 servings
Thai Dipping Sauce for Spring Rolls (Nam Jim Po Piah),https://www.allrecipes.com/recipe/264188/thai-dipping-sauce-for-spring-rolls-nam-jim-po-piah/,20,"This is a classic dipping sauce for Thai spring rolls (po piah), that is quick and easy to make it home. It tastes great with any fried appetizer.","['1 cup white sugar', '0.5 cup water', '0.5 cup white vinegar', '2 teaspoons salt', ""1 bird's eye chile, minced"", '1 clove garlic, minced']","['Combine sugar, water, vinegar, salt, garlic, and chile in a saucepan and bring to a boil. Reduce heat and simmer for 10 minutes.']",65 kcal,12 servings
Nong's Khao Man Gai,https://www.allrecipes.com/recipe/220202/nongs-khao-man-gai/,105,"Thai native Nong Poonsukwattana worked her way up from Portland kitchens, refining her recipe for khao man gai, saving her money and eventually landing her own spot within Portland's highly competitive food cart scene.","['2 quarts water', '3 pound whole chicken', '1 head garlic', '1 cup chopped fresh ginger root', '1 teaspoon salt', '1 tablespoon sugar', '1 tablespoon coconut oil', '1 tablespoon chopped garlic', '1 tablespoon chopped shallots', '4 pieces ginger, coarsely chopped', '2 cups uncooked jasmine rice', '2 cups chicken broth', '3 pandan leaves', '0.35 cup chopped ginger (peeled and roughly)', '4 red Thai chile peppers', '0.5 cup fermented soybeans', '1 head pickled garlic', '0.35 cup white vinegar', '0.35 cup thin soy sauce', '1 bunch fresh cilantro', '1 cup cucumber slices']","['Boil water in a large pot. Place chicken, garlic, ginger, salt, and sugar in the pot. Return to boil and let simmer for 35 minutes. Remove chicken, cover to keep warm, and set aside.', 'Heat coconut oil in a rice cooker or heavy-bottomed pot with lid; cook and stir garlic, shallots, ginger, and pandan leaves until golden and aromatic.', 'Pour rice into the rice cooker or pot; stir to coat with oil. Stir in chicken broth and set the rice cooker cycle. If using a pot, bring rice to a boil, cover, reduce heat to low, and simmer 15 minutes.', 'Combine ginger, red Thai chilies, fermented soybeans, pickled garlic, white vinegar, and soy sauce in a food processor or blender. Pulse until liquefied, but not smooth in texture.', 'Debone chicken and cut into 1-inch pieces.', 'Place chicken pieces over cooked rice to serve. Top with sauce (or serve sauce on the side) and garnish with cucumbers and cilantro. Enjoy!']",589 kcal,6 servings
Slow Cooker Chicken Massaman Curry,https://www.allrecipes.com/recipe/272374/slow-cooker-chicken-massaman-curry/,310,"This slow cooker chicken Massaman curry dish combines vegetables, coconut milk, peanut butter, and Thai red curry, ginger, and lemongrass pastes for a creamy, flavor-rich meal.","['2 tablespoons olive oil (divided)', '3 pounds boneless, skinless chicken thighs, cut into bite-size pieces', '6 red potatoes (peeled and cubed)', '2 cups carrots, cut into bite-size chunks', '1 cup mixed red, yellow, and orange bell peppers, cut into bite-sized chunks', '2 onions, cut into chunks', '4 tablespoons Thai red curry paste (such as Maesri Masaman Curry®)', '1 tablespoon fresh ginger paste (such as Gourmet Garden™)', '2 teaspoons lemongrass paste (such as Gourmet Garden™)', '14 ounce cans coconut milk (divided)', '2 cups chicken stock, such as (Kitchen Basics®)', '0.25 cup peanut butter', '4 tablespoons lemon juice', '3 tablespoons fish sauce', '2 tablespoons brown sugar', '1 cup dry roasted peanuts (chopped) (divided)', '6 cups cooked jasmine rice']","['Heat 1 tablespoon olive oil over medium-high heat in a large, heavy-bottomed skillet. Add chicken pieces in batches, cooking until golden brown, 3 to 4 minutes per side. Place browned chicken in the bottom of a slow cooker. Place potatoes, carrots, and bell peppers on top of the meat in the slow cooker.', 'Heat remaining 1 tablespoon olive oil in the skillet and add onion. Cook until soft and translucent, 3 to 4 minutes. Add to slow cooker. Add red curry paste, ginger paste, and lemongrass paste to the skillet and saute until fragrant, about 1 minute. Pour in 1 can coconut milk; reduce heat to medium-low and let simmer until reduced by half, about 10 minutes.', 'Whisk in remaining 1 can coconut milk, chicken broth, and peanut butter. Bring to a boil, reduce heat to low, and simmer until liquid begins to thicken, about 5 minutes. Pour sauce over ingredients in the slow cooker; stir gently to combine.', 'Set slow cooker to Low and cook until vegetables are tender and chicken is no longer pink in the center and juices run clear, 4 to 6 hours.', '20 minutes before serving season with lemon juice, fish sauce, and brown sugar. Stir in 1/2 cup of chopped peanuts. Serve with hot cooked rice and sprinkle with remaining 1/2 cup of peanuts.']",841 kcal,12 servings
Authentic Thai Green Curry,https://www.allrecipes.com/recipe/263803/authentic-thai-green-curry/,40,"This is a classic Thai green curry (kaeng kiau wan) that can be easily made at home. You can substitute chicken or tofu for the pork, but make sure to serve it with hot jasmine rice.","['8 ounce cans bamboo shoots (drained) and thinly sliced', '3 tablespoons corn oil', '3 tablespoons green curry paste', '1 pound lean boneless pork, cut into 1/2-inch cubes', '14 ounce cans coconut milk', '1 small red bell pepper (thinly sliced)', '1 tablespoon white sugar', '0.5 teaspoon salt', '8 makrut lime leaves (thinly sliced)', '2 teaspoons fish sauce', '0.5 cup Thai basil']","['Bring a large pot of water to a boil and cook bamboo shoots for 5 minutes. Drain.', 'Heat oil in a large pot over medium heat and cook curry paste until fragrant, about 2 minutes. Add pork, increase heat, and cook until starting to brown, 3 to 5 minutes. Add bamboo shoots, coconut milk, and red bell pepper.', 'Reduce heat and bring to a simmer. Season with sugar and salt; simmer for 10 minutes. Stir in lime leaves. Cook for 1 more minute. Season with fish sauce. Stir in Thai basil and serve.']",638 kcal,4 servings
Thai Chicken Curry in Coconut Milk,https://www.allrecipes.com/recipe/56094/thai-chicken-curry-in-coconut-milk/,35,"This curry dish uses fish sauce, curry paste, and light coconut milk.","['1 tablespoon vegetable oil', '1 teaspoon curry paste', '1.25 pounds skinless, boneless chicken breast meat - cut into strips', '1 onion, coarsely chopped', '1 red bell pepper, cut into strips', '1 tablespoon grated lemon zest', '1 cup light coconut milk', '1 tablespoon fish sauce', '1 tablespoon fresh lemon juice', '0.35 cup chopped fresh cilantro']","['Heat the oil in a large skillet over high heat; heat the curry paste in the oil about 30 seconds. Add the chicken and cook another 3 minutes. Stir in the onion, bell pepper, lemon zest, coconut milk, fish sauce, and lemon juice; bring to a boil; cook until the chicken is cooked through, 5 to 7 minutes. Sprinkle cilantro over the dish; stir. Serve hot.']",269 kcal,4 servings
Thai Red Chicken Curry,https://www.allrecipes.com/recipe/85815/thai-red-chicken-curry/,20,"This is a quick and easy curry stir-fry made with chicken, zucchini, red bell pepper and carrot. Coconut milk and curry paste make an irresistible sauce. No need to go out to eat, as this dish is ready in about 20 minutes!","['2 teaspoons olive oil', '1 pound skinless, boneless chicken breast halves - cut into thin strips', '1 tablespoon Thai red curry paste', '1 cup sliced halved zucchini', '1 red bell pepper, seeded and sliced into strips', '0.5 cup sliced carrots', '1 onion, quartered then halved', '1 tablespoon cornstarch', '14 ounce can light coconut milk', '2 tablespoons chopped fresh cilantro']","['Heat the oil in a large skillet over medium-high heat. Add the chicken pieces; cook and stir for about 3 minutes. Mix in the curry paste, zucchini, bell pepper, carrot and onion. Cook and stir for a few minutes.', 'Dissolve the cornstarch in the coconut milk, then pour into the skillet. Bring to a boil, then simmer over medium heat for 1 minutes. Right before serving, stir in the cilantro.']",271 kcal,4 servings
Homemade Tom Yum Soup,https://www.allrecipes.com/recipe/278232/homemade-tom-yum-soup/,50,"Better than takeout, this homemade tom yum soup gets extra shrimp flavor from boiled shell-on shrimp and lots of heat from Thai chile peppers--omit them if you can't take the heat!","['4 cups vegetable broth', '1 pound raw shrimp, (peeled and deveined)', '4 limes, juiced with pulp', '4 Thai chile peppers, quartered', '2 stalks lemongrass, quartered', '2 tablespoons tom yum paste', '1.5 tablespoons fish sauce', '1 tablespoon white sugar', '1 tablespoon chile sauce', '4-1/4 inch thick slices fresh ginger root', '6 baby bella mushrooms (sliced)', '2 green onions (thinly sliced)']","['Combine vegetable broth and shrimp in a pot over medium-high heat. Bring to a low boil for 10 minutes, then lower heat and simmer for 10 minutes. Remove shrimp from the broth and remove and discard shells; set shrimp aside.', 'Add lime juice, lime pulp, chile peppers, lemon grass, tom yum paste, fish sauce, sugar, chile sauce, and ginger slices to the broth; cook for 10 minutes. Remove chile peppers, lemongrass, and ginger slices with a slotted spoon and discard. Add cooked shrimp and remove from the heat.', 'Ladle soup into bowls and top with mushroom slices and green onions.']",146 kcal,6 servings
Authentic Pad Thai Noodles,https://www.allrecipes.com/recipe/220134/authentic-pad-thai-noodles/,120,Make your own pad Thai recipe at home using this simple vegetarian recipe of rice noodles cooked with scrambled egg and tofu and topped with a perfectly-balanced sauce.,"['0.66666668653488 cup dried rice vermicelli', '0.25 cup peanut oil', '0.66666668653488 cup thinly sliced firm tofu', '1 large egg, beaten', '4 cloves garlic (finely chopped)', '0.25 cup vegetable broth', '2 tablespoons fresh lime juice', '2 tablespoons soy sauce', '1 tablespoon white sugar', '1 teaspoon salt', '0.5 teaspoon dried red chili flakes', '3 tablespoons chopped peanuts', '1 pound bean sprouts (divided)', '3 green onions (whites cut thinly across and greens sliced into thin lengths (divided))', '3 tablespoons chopped peanuts', '2 limes, cut into wedges for garnish']","['Soak rice vermicelli noodles in a bowl filled with hot water until softened, 30 minutes to 1 hour. Drain and set aside.', 'Heat peanut oil over medium heat in a large wok.', 'Cook and stir tofu in the wok, turning the pieces until they are golden on all sides.', 'Remove tofu with a slotted spoon and drain on plate lined with paper towels.', 'Pour all but 1 tablespoon of used oil from the wok into a small bowl; it will be used again in a later step.', 'Heat the remaining 1 tablespoon of oil in the wok over medium heat until it starts to sizzle.', 'Pour in beaten egg and lightly toss in the hot oil to scramble the egg.', 'Remove egg from the wok and set aside.', 'Pour reserved peanut oil in the small bowl back into the wok.', 'Toss garlic and drained noodles in wok until they are coated with oil.', 'Stir in vegetable broth, lime juice, soy sauce, and sugar. Toss and gently push noodles around the pan to coat with sauce.', 'Gently mix in tofu, scrambled egg, salt, chili flakes, and 3 tablespoons peanuts; toss to mix all ingredients.', 'Mix in bean sprouts and green onions, reserving about 1 tablespoon of each for garnish. Cook and stir until bean sprouts have softened slightly, 1 to 2 minutes.', 'Arrange noodles on a warm serving platter and garnish with 3 tablespoons peanuts and reserved bean sprouts and green onions. Place lime wedges around the edges of the platter.']",397 kcal,4 servings
Instant Pot® Red Thai Curry Chicken,https://www.allrecipes.com/recipe/269189/instant-pot-red-thai-curry-chicken/,35,"Enjoy this quick version of a Thai red curry made with chicken breast strips, coconut milk, and colorful bell peppers. Serve with jasmine rice.","['1 tablespoon cooking oil', '2 tablespoons red curry paste', '1.5 pounds thin chicken breasts, cut into 1-inch strips', '14 ounce can unsweetened light coconut milk', '1 tablespoon fish sauce', '1 tablespoon palm sugar', '1 cup sliced yellow onion', '1 cup sliced red bell pepper', '1 cup sliced yellow bell pepper', '1 cup sliced orange bell pepper']","[""Turn on a multi-functional pressure cooker (such as Instant Pot®) and select Saute function. Add oil and red curry paste to the hot pot; saute for 30 seconds. Add chicken and mix well with curry paste. Pour in coconut milk. Close and lock the lid. Select high pressure according to manufacturer's instructions; set timer for 2 minutes. Allow 10 to 15 minutes for pressure to build."", ""Release pressure using the natural-release method according to manufacturer's instructions, 10 to 40 minutes."", 'Unlock and remove the lid. Stir in fish sauce and palm sugar. Stir in onion and bell peppers until well combined. Select Saute function. Bring curry to a gentle boil and simmer for only 2 to 3 minutes to keep vegetables crunchy.']",383 kcal,5 servings
